experiment,best_params,mae,rmse,r2,time_s
KNN (max_k=1),"{'n_neighbors': 5, 'weights': 'distance'}",0.6100115928104332,0.8447306090397256,0.8435500991717033,76.66965889930725
KNN (max_k=2),"{'n_neighbors': 5, 'weights': 'distance'}",0.6514394425934148,0.8714015004142226,0.8335148750213117,83.12004280090332
KNN (max_k=3),"{'n_neighbors': 5, 'weights': 'distance'}",0.7208378633744106,0.9756845344116554,0.7912830730587262,92.95285487174988
KNN (max_k=4),"{'n_neighbors': 5, 'weights': 'distance'}",0.8410583429808501,1.1495450557446614,0.7102717618814884,101.6682517528534
KNN (max_k=5),"{'n_neighbors': 3, 'weights': 'distance'}",0.9621921485272191,1.3638447778856984,0.5921798124954113,113.33687925338745
Random Forest (All Features),"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 250}",0.607095848574238,0.8096619788245905,0.8562703656056287,174.67052721977234
KRR (max_k=1),"{'alpha': 1.0, 'gamma': 0.01}",1.9242893597828095,2.658685955196157,-0.5497902074699961,100.66790509223938
KRR (max_k=3),"{'alpha': 1.0, 'gamma': 0.01}",2.3417759653248447,3.150611449493325,-1.1763489164996184,121.02103185653687
KRR (max_k=5),"{'alpha': 1.0, 'gamma': 0.001}",2.146180383889347,2.8460756971538315,-0.775954043792014,179.7605197429657
